"year","station_id","monthly_msl"
1986,"Seavy Island, ME","0.019"
1986,"Lewisetta,VA","-0.119"
1986,"San Diego, CA","0.042"
1986,"Pulaski, GA","0.036"
1986,"South Beach, OR","0.046"
1986,"Rockport, TX","-0.088"
1986,"Clearwater Beach, FL","0.060"
1986,"Pulaski, GA","0.057"
1986,"South Beach, OR","-0.062"
1986,"Pulaski, GA","-0.059"
1986,"South Beach, OR","-0.088"
1986,"Seavy Island, ME","-0.129"
1986,"Dauphin Island, AL","-0.059"
1986,"Seavy Island, ME","-0.118"
1986,"Lewisetta,VA","0.052"
1986,"Pulaski, GA","-0.037"
1986,"Lewisetta,VA","-0.041"
1986,"San Diego, CA","-0.055"
1986,"Seavy Island, ME","-0.054"
1986,"Waveland, MS","-0.028"
1986,"Rockport, TX","-0.126"
1986,"Dauphin Island, AL","-0.077"
1986,"Dauphin Island, AL","0.032"
1986,"Pulaski, GA","-0.062"
1986,"Rockport, TX","-0.215"
1986,"South Beach, OR","0.001"
1986,"South Beach, OR","-0.038"
1986,"Dauphin Island, AL","-0.086"
1986,"Dauphin Island, AL","-0.004"
1986,"San Diego, CA","-0.041"
1986,"Honolulu, HI","-0.012"
1986,"Clearwater Beach, FL","-0.003"
1986,"Clearwater Beach, FL","-0.051"
1986,"Lewisetta,VA","-0.101"
1986,"Lewisetta,VA","-0.018"
1986,"Honolulu, HI","-0.066"
1986,"Seavy Island, ME","-0.055"
1986,"Seavy Island, ME","-0.018"
1986,"Waveland, MS","-0.135"
1986,"Honolulu, HI","-0.073"
1986,"Rockport, TX","-0.240"
1986,"Waveland, MS","-0.034"
1986,"Lewisetta,VA","-0.039"
1986,"Honolulu, HI","-0.060"
1986,"Seavy Island, ME","-0.027"
1986,"Seavy Island, ME","0.000"
1986,"Rockport, TX","-0.110"
1986,"Waveland, MS","0.040"
1986,"Pulaski, GA","0.084"
1986,"Dauphin Island, AL","-0.098"
1986,"San Diego, CA","-0.012"
1986,"San Diego, CA","-0.021"
1986,"Honolulu, HI","-0.079"
1986,"South Beach, OR","0.031"
1986,"Clearwater Beach, FL","0.030"
1986,"San Diego, CA","0.044"
1986,"South Beach, OR","0.125"
1986,"Clearwater Beach, FL","-0.101"
1986,"Seavy Island, ME","-0.071"
1986,"Lewisetta,VA","-0.043"
1986,"Dauphin Island, AL","-0.033"
1986,"Lewisetta,VA","-0.046"
1986,"Pulaski, GA","0.119"
1987,"Clearwater Beach, FL","-0.031"
1987,"Dauphin Island, AL","-0.007"
1987,"Lewisetta,VA","-0.025"
1987,"Clearwater Beach, FL","-0.178"
1987,"Honolulu, HI","0.017"
1987,"Honolulu, HI","-0.024"
1987,"Rockport, TX","-0.149"
1987,"Dauphin Island, AL","0.008"
1987,"San Diego, CA","0.061"
1987,"Honolulu, HI","0.068"
1987,"Lewisetta,VA","0.089"
1987,"Lewisetta,VA","-0.004"
1987,"Clearwater Beach, FL","-0.057"
1987,"South Beach, OR","0.032"
1987,"Rockport, TX","-0.132"
1987,"Clearwater Beach, FL","-0.052"
1987,"Dauphin Island, AL","-0.190"
1987,"Lewisetta,VA","-0.046"
1987,"Waveland, MS","-0.146"
1987,"Lewisetta,VA","0.043"
1987,"Pulaski, GA","0.113"
1987,"Clearwater Beach, FL","0.001"
1987,"Honolulu, HI","-0.039"
1987,"San Diego, CA","0.038"
1987,"Rockport, TX","-0.264"
1987,"Pulaski, GA","-0.106"
1987,"Pulaski, GA","0.133"
1987,"Waveland, MS","0.015"
1987,"Dauphin Island, AL","-0.146"
1987,"Dauphin Island, AL","0.115"
1987,"Rockport, TX","-0.258"
1987,"Honolulu, HI","-0.009"
1987,"Pulaski, GA","-0.053"
1987,"Clearwater Beach, FL","-0.012"
1987,"Waveland, MS","-0.231"
1987,"San Diego, CA","-0.012"
1987,"San Diego, CA","-0.006"
1987,"Waveland, MS","0.042"
1987,"San Diego, CA","-0.016"
1987,"San Diego, CA","-0.004"
1987,"Waveland, MS","-0.135"
1987,"Honolulu, HI","-0.040"
1987,"Rockport, TX","-0.217"
1987,"Waveland, MS","0.101"
1987,"Dauphin Island, AL","0.041"
1987,"Honolulu, HI","-0.067"
1987,"Waveland, MS","0.039"
1987,"South Beach, OR","-0.042"
1987,"South Beach, OR","0.019"
1987,"Waveland, MS","-0.232"
1987,"San Diego, CA","-0.037"
1987,"Dauphin Island, AL","-0.062"
1987,"South Beach, OR","-0.073"
1987,"South Beach, OR","0.008"
1987,"San Diego, CA","-0.024"
1987,"San Diego, CA","0.041"
1987,"Pulaski, GA","-0.034"
1987,"South Beach, OR","-0.027"
1987,"Pulaski, GA","-0.130"
1987,"Waveland, MS","-0.003"
1987,"Waveland, MS","-0.045"
1987,"Rockport, TX","-0.063"
1987,"Rockport, TX","-0.137"
1987,"Rockport, TX","-0.359"
1987,"South Beach, OR","0.050"
1987,"Rockport, TX","-0.076"
1987,"Honolulu, HI","-0.031"
1987,"Pulaski, GA","-0.006"
1987,"Dauphin Island, AL","-0.010"
1987,"Pulaski, GA","-0.026"
1987,"Waveland, MS","-0.051"
1987,"Lewisetta,VA","0.112"
1987,"Clearwater Beach, FL","0.069"
1987,"Pulaski, GA","0.051"
1987,"Waveland, MS","-0.070"
1987,"South Beach, OR","-0.040"
1987,"Pulaski, GA","-0.121"
1987,"Lewisetta,VA","-0.023"
1987,"Honolulu, HI","-0.093"
1987,"Lewisetta,VA","-0.050"
1987,"Dauphin Island, AL","-0.027"
1987,"Lewisetta,VA","-0.062"
1987,"Pulaski, GA","-0.088"
1987,"San Diego, CA","-0.017"
1987,"Lewisetta,VA","-0.128"
1987,"Dauphin Island, AL","0.027"
1987,"Honolulu, HI","-0.084"
1987,"Lewisetta,VA","-0.027"
1987,"South Beach, OR","-0.043"
1987,"Honolulu, HI","-0.088"
1987,"Clearwater Beach, FL","-0.009"
1987,"Dauphin Island, AL","-0.089"
1987,"Clearwater Beach, FL","0.014"
1987,"Pulaski, GA","-0.059"
1987,"South Beach, OR","-0.046"
1987,"Rockport, TX","-0.278"
1987,"Clearwater Beach, FL","-0.082"
1987,"Rockport, TX","-0.127"
1987,"Lewisetta,VA","-0.085"
1987,"Dauphin Island, AL","-0.100"
1987,"San Diego, CA","0.010"
1987,"South Beach, OR","0.021"
1987,"Clearwater Beach, FL","0.031"
1988,"San Diego, CA","-0.115"
1988,"Pulaski, GA","-0.039"
1988,"Rockport, TX","-0.256"
1988,"Waveland, MS","-0.092"
1988,"Lewisetta,VA","0.064"
1988,"Lewisetta,VA","-0.046"
1988,"San Diego, CA","-0.058"
1988,"Lewisetta,VA","-0.084"
1988,"San Diego, CA","-0.050"
1988,"Honolulu, HI","0.046"
1988,"South Beach, OR","-0.018"
1988,"Lewisetta,VA","-0.063"
1988,"South Beach, OR","-0.192"
1988,"San Diego, CA","-0.080"
1988,"Clearwater Beach, FL","-0.103"
1988,"San Diego, CA","-0.110"
1988,"Dauphin Island, AL","-0.114"
1988,"Dauphin Island, AL","-0.064"
1988,"Honolulu, HI","0.052"
1988,"Waveland, MS","-0.069"
1988,"Honolulu, HI","0.026"
1988,"Honolulu, HI","0.064"
1988,"Pulaski, GA","-0.102"
1988,"San Diego, CA","-0.057"
1988,"Waveland, MS","0.087"
1988,"South Beach, OR","0.022"
1988,"Pulaski, GA","-0.073"
1988,"South Beach, OR","-0.021"
1988,"Rockport, TX","-0.121"
1988,"Honolulu, HI","0.092"
1988,"Pulaski, GA","-0.014"
1988,"Rockport, TX","-0.164"
1988,"Clearwater Beach, FL","-0.108"
1988,"Rockport, TX","-0.143"
1988,"Waveland, MS","0.016"
1988,"Pulaski, GA","-0.099"
1988,"Honolulu, HI","0.028"
1988,"Waveland, MS","-0.112"
1988,"Lewisetta,VA","-0.113"
1988,"Honolulu, HI","0.042"
1988,"Waveland, MS","-0.101"
1988,"Dauphin Island, AL","-0.050"
1988,"Pulaski, GA","-0.025"
1988,"Waveland, MS","-0.150"
1988,"South Beach, OR","-0.101"
1988,"San Diego, CA","-0.006"
1988,"Honolulu, HI","0.073"
1988,"South Beach, OR","-0.053"
1988,"Waveland, MS","0.155"
1988,"Lewisetta,VA","-0.100"
1988,"Rockport, TX","-0.219"
1988,"Pulaski, GA","-0.054"
1988,"Rockport, TX","-0.160"
1988,"Lewisetta,VA","-0.125"
1988,"Dauphin Island, AL","-0.062"
1988,"San Diego, CA","-0.003"
1988,"South Beach, OR","-0.015"
1988,"South Beach, OR","0.034"
1988,"South Beach, OR","-0.058"
1988,"Waveland, MS","-0.045"
1988,"Waveland, MS","0.008"
1988,"Rockport, TX","-0.184"
1988,"Dauphin Island, AL","-0.011"
1988,"Honolulu, HI","0.017"
1988,"South Beach, OR","-0.148"
1988,"San Diego, CA","-0.082"
1988,"Pulaski, GA","-0.087"
1988,"Lewisetta,VA","-0.116"
1988,"Dauphin Island, AL","-0.002"
1988,"Pulaski, GA","-0.030"
1988,"Rockport, TX","-0.258"
1988,"Dauphin Island, AL","-0.107"
1988,"Honolulu, HI","0.011"
1988,"Rockport, TX","-0.234"
1988,"Lewisetta,VA","-0.130"
1988,"Clearwater Beach, FL","-0.122"
1988,"Lewisetta,VA","-0.009"
1988,"Rockport, TX","-0.245"
1988,"Pulaski, GA","-0.066"
1988,"Rockport, TX","-0.217"
1988,"Clearwater Beach, FL","-0.095"
1988,"San Diego, CA","-0.022"
1988,"Pulaski, GA","-0.005"
1988,"Lewisetta,VA","-0.032"
1988,"South Beach, OR","-0.067"
1988,"Waveland, MS","0.006"
1988,"Clearwater Beach, FL","-0.101"
1988,"San Diego, CA","-0.079"
1988,"Dauphin Island, AL","-0.049"
1988,"Honolulu, HI","0.101"
1988,"Dauphin Island, AL","-0.056"
1988,"Waveland, MS","-0.097"
1988,"Honolulu, HI","0.074"
1988,"Lewisetta,VA","-0.109"
1988,"South Beach, OR","-0.169"
1988,"Dauphin Island, AL","-0.084"
1988,"Rockport, TX","-0.246"
1989,"Rockport, TX","-0.227"
1989,"South Beach, OR","-0.040"
1989,"Pulaski, GA","-0.057"
1989,"Rockport, TX","-0.213"
1989,"Dauphin Island, AL","0.042"
1989,"Honolulu, HI","-0.011"
1989,"Waveland, MS","-0.131"
1989,"Rockport, TX","-0.362"
1989,"Dauphin Island, AL","-0.063"
1989,"Dauphin Island, AL","0.032"
1989,"San Diego, CA","-0.042"
1989,"San Diego, CA","-0.024"
1989,"Dauphin Island, AL","-0.132"
1989,"Honolulu, HI","-0.026"
1989,"San Diego, CA","-0.025"
1989,"Rockport, TX","-0.192"
1989,"San Diego, CA","-0.016"
1989,"Lewisetta,VA","-0.055"
1989,"Waveland, MS","-0.119"
1989,"Dauphin Island, AL","-0.004"
1989,"Lewisetta,VA","-0.001"
1989,"Pulaski, GA","-0.090"
1989,"Honolulu, HI","0.012"
1989,"South Beach, OR","-0.001"
1989,"Lewisetta,VA","-0.056"
1989,"Lewisetta,VA","-0.132"
1989,"Lewisetta,VA","-0.067"
1989,"Dauphin Island, AL","-0.009"
1989,"Rockport, TX","-0.185"
1989,"Pulaski, GA","-0.094"
1989,"Honolulu, HI","0.021"
1989,"Pulaski, GA","-0.020"
1989,"South Beach, OR","-0.042"
1989,"Pulaski, GA","-0.023"
1989,"Clearwater Beach, FL","-0.111"
1989,"Honolulu, HI","-0.038"
1989,"Clearwater Beach, FL","-0.101"
1989,"Lewisetta,VA","-0.091"
1989,"South Beach, OR","-0.164"
1989,"Waveland, MS","-0.185"
1989,"Waveland, MS","0.041"
1989,"Waveland, MS","-0.098"
1989,"Honolulu, HI","-0.024"
1989,"South Beach, OR","-0.015"
1989,"San Diego, CA","-0.109"
1989,"South Beach, OR","0.065"
1989,"San Diego, CA","-0.110"
1989,"Rockport, TX","-0.116"
1989,"Clearwater Beach, FL","-0.052"
1989,"Rockport, TX","-0.209"
1989,"Dauphin Island, AL","-0.096"
1989,"South Beach, OR","0.000"
1989,"Honolulu, HI","-0.041"
1989,"Clearwater Beach, FL","-0.096"
1989,"Honolulu, HI","0.002"
1989,"Pulaski, GA","0.012"
1989,"Lewisetta,VA","-0.016"
1989,"Honolulu, HI","-0.015"
1989,"Lewisetta,VA","-0.094"
1989,"Clearwater Beach, FL","-0.043"
1989,"Dauphin Island, AL","-0.036"
1989,"South Beach, OR","-0.189"
1989,"Rockport, TX","-0.153"
1989,"Waveland, MS","-0.042"
1989,"Dauphin Island, AL","0.035"
1989,"Pulaski, GA","-0.097"
1989,"Waveland, MS","-0.011"
1989,"Clearwater Beach, FL","-0.055"
1989,"Honolulu, HI","0.034"
1989,"Rockport, TX","-0.197"
1989,"Lewisetta,VA","-0.050"
1989,"Honolulu, HI","-0.058"
1989,"Lewisetta,VA","-0.012"
1989,"Honolulu, HI","0.010"
1989,"Waveland, MS","-0.076"
1989,"Rockport, TX","-0.195"
1989,"San Diego, CA","-0.033"
1989,"Pulaski, GA","0.063"
1989,"San Diego, CA","-0.040"
1989,"South Beach, OR","-0.012"
1989,"San Diego, CA","-0.020"
1989,"Lewisetta,VA","-0.008"
1989,"Pulaski, GA","-0.063"
1989,"Waveland, MS","0.045"
1989,"Waveland, MS","-0.067"
1989,"Clearwater Beach, FL","-0.033"
1989,"San Diego, CA","-0.015"
1989,"San Diego, CA","-0.056"
1989,"Waveland, MS","-0.016"
1989,"Waveland, MS","-0.106"
1989,"Rockport, TX","-0.100"
1989,"Dauphin Island, AL","-0.076"
1989,"San Diego, CA","0.008"
1989,"Pulaski, GA","-0.147"
1989,"Dauphin Island, AL","-0.092"
1989,"Lewisetta,VA","-0.042"
1989,"Dauphin Island, AL","-0.048"
1989,"Pulaski, GA","-0.151"
1989,"Pulaski, GA","-0.048"
1989,"Rockport, TX","-0.224"
1989,"South Beach, OR","-0.014"
1989,"South Beach, OR","-0.115"
1990,"Lewisetta,VA","-0.109"
1990,"Honolulu, HI","-0.013"
1990,"San Diego, CA","0.024"
1990,"South Beach, OR","-0.070"
1990,"South Beach, OR","-0.105"
1990,"Honolulu, HI","-0.076"
1990,"Lewisetta,VA","-0.040"
1990,"Waveland, MS","-0.094"
1990,"Rockport, TX","-0.215"
1990,"Dauphin Island, AL","0.002"
1990,"Rockport, TX","-0.100"
1990,"South Beach, OR","-0.032"
1990,"San Diego, CA","-0.009"
1990,"Honolulu, HI","-0.011"
1990,"Honolulu, HI","-0.061"
1990,"San Diego, CA","0.012"
1990,"Dauphin Island, AL","-0.001"
1990,"Waveland, MS","0.104"
1990,"Dauphin Island, AL","0.112"
1990,"Pulaski, GA","-0.011"
1990,"Dauphin Island, AL","-0.038"
1990,"San Diego, CA","0.008"
1990,"South Beach, OR","-0.149"
1990,"San Diego, CA","-0.023"
1990,"Clearwater Beach, FL","0.017"
1990,"San Diego, CA","0.028"
1990,"Pulaski, GA","-0.012"
1990,"Dauphin Island, AL","0.032"
1990,"San Diego, CA","0.016"
1990,"Rockport, TX","-0.080"
1990,"Honolulu, HI","-0.052"
1990,"Lewisetta,VA","-0.064"
1990,"South Beach, OR","-0.016"
1990,"San Diego, CA","-0.031"
1990,"South Beach, OR","0.042"
1990,"South Beach, OR","-0.042"
1990,"Rockport, TX","-0.249"
1990,"Pulaski, GA","-0.002"
1990,"Dauphin Island, AL","-0.029"
1990,"Dauphin Island, AL","-0.025"
1990,"Honolulu, HI","-0.034"
1990,"South Beach, OR","-0.066"
1990,"Clearwater Beach, FL","-0.027"
1990,"Honolulu, HI","-0.029"
1990,"Rockport, TX","-0.238"
1990,"Lewisetta,VA","-0.053"
1990,"Pulaski, GA","-0.132"
1990,"Waveland, MS","-0.034"
1990,"Waveland, MS","0.034"
1990,"Rockport, TX","-0.116"
1990,"Dauphin Island, AL","0.074"
1990,"Rockport, TX","-0.069"
1990,"Lewisetta,VA","-0.027"
1990,"Lewisetta,VA","-0.077"
1990,"Waveland, MS","0.016"
1990,"Waveland, MS","0.072"
1990,"Rockport, TX","-0.109"
1990,"Dauphin Island, AL","-0.012"
1990,"Honolulu, HI","-0.066"
1990,"Clearwater Beach, FL","-0.031"
1990,"Clearwater Beach, FL","-0.051"
1990,"Waveland, MS","0.067"
1990,"South Beach, OR","0.065"
1990,"Pulaski, GA","-0.022"
1990,"Rockport, TX","-0.147"
1990,"Dauphin Island, AL","-0.076"
1990,"Rockport, TX","-0.079"
1990,"Honolulu, HI","-0.104"
1990,"Pulaski, GA","0.063"
1990,"Waveland, MS","-0.039"
1990,"Waveland, MS","-0.025"
1990,"Rockport, TX","-0.070"
1990,"Clearwater Beach, FL","-0.091"
1990,"Lewisetta,VA","0.014"
1990,"South Beach, OR","0.031"
1990,"Clearwater Beach, FL","-0.013"
1990,"South Beach, OR","-0.054"
1990,"Rockport, TX","-0.167"
1990,"Waveland, MS","0.007"
1990,"San Diego, CA","0.029"
1990,"Pulaski, GA","-0.006"
1990,"Pulaski, GA","-0.072"
1990,"Lewisetta,VA","-0.061"
1990,"Pulaski, GA","-0.060"
1990,"Lewisetta,VA","-0.030"
1990,"Clearwater Beach, FL","-0.061"
1990,"Dauphin Island, AL","0.009"
1990,"Clearwater Beach, FL","0.019"
1990,"Lewisetta,VA","-0.069"
1990,"San Diego, CA","-0.014"
1990,"Lewisetta,VA","-0.074"
1990,"Honolulu, HI","-0.072"
1990,"San Diego, CA","-0.036"
1990,"Clearwater Beach, FL","0.042"
1990,"Lewisetta,VA","-0.092"
1990,"Clearwater Beach, FL","0.000"
1990,"Waveland, MS","-0.083"
1990,"Honolulu, HI","-0.143"
1990,"South Beach, OR","0.029"
1990,"San Diego, CA","0.006"
1990,"Waveland, MS","0.015"
1990,"Clearwater Beach, FL","0.043"
1990,"Dauphin Island, AL","0.060"
1990,"Clearwater Beach, FL","0.057"
1990,"Pulaski, GA","-0.050"
1990,"Pulaski, GA","-0.075"
1991,"Pulaski, GA","0.029"
1991,"South Beach, OR","-0.154"
1991,"Waveland, MS","0.207"
1991,"Lewisetta,VA","-0.022"
1991,"Pulaski, GA","0.055"
1991,"Clearwater Beach, FL","0.006"
1991,"Lewisetta,VA","-0.044"
1991,"Clearwater Beach, FL","0.071"
1991,"Lewisetta,VA","0.068"
1991,"Pulaski, GA","0.054"
1991,"Clearwater Beach, FL","0.095"
1991,"Clearwater Beach, FL","0.073"
1991,"Dauphin Island, AL","-0.003"
1991,"Lewisetta,VA","0.018"
1991,"San Diego, CA","-0.015"
1991,"Rockport, TX","-0.106"
1991,"Honolulu, HI","-0.039"
1991,"Pulaski, GA","0.019"
1991,"Clearwater Beach, FL","0.074"
1991,"Dauphin Island, AL","0.036"
1991,"South Beach, OR","-0.014"
1991,"Dauphin Island, AL","-0.066"
1991,"South Beach, OR","-0.065"
1991,"South Beach, OR","0.005"
1991,"Clearwater Beach, FL","-0.029"
1991,"Honolulu, HI","-0.026"
1991,"South Beach, OR","-0.064"
1991,"Waveland, MS","0.016"
1991,"Waveland, MS","0.049"
1991,"Lewisetta,VA","-0.009"
1991,"South Beach, OR","-0.052"
1991,"Waveland, MS","-0.052"
1991,"South Beach, OR","-0.030"
1991,"San Diego, CA","0.057"
1991,"Honolulu, HI","0.004"
1991,"Pulaski, GA","0.099"
1991,"Honolulu, HI","-0.048"
1991,"Honolulu, HI","0.047"
1991,"Waveland, MS","-0.074"
1991,"Lewisetta,VA","-0.052"
1991,"Rockport, TX","-0.165"
1991,"Dauphin Island, AL","0.173"
1991,"Clearwater Beach, FL","0.121"
1991,"Rockport, TX","-0.136"
1991,"San Diego, CA","-0.029"
1991,"Pulaski, GA","0.109"
1991,"Honolulu, HI","-0.044"
1991,"Pulaski, GA","-0.103"
1991,"Clearwater Beach, FL","0.020"
1991,"Waveland, MS","0.006"
1991,"Waveland, MS","0.147"
1991,"San Diego, CA","0.033"
1991,"Lewisetta,VA","-0.077"
1991,"Rockport, TX","-0.054"
1991,"Dauphin Island, AL","0.011"
1991,"Lewisetta,VA","-0.007"
1991,"Dauphin Island, AL","-0.031"
1991,"Honolulu, HI","-0.009"
1991,"South Beach, OR","-0.076"
1991,"South Beach, OR","-0.042"
1991,"Waveland, MS","-0.032"
1991,"San Diego, CA","-0.009"
1991,"Pulaski, GA","-0.051"
1991,"Honolulu, HI","-0.016"
1991,"San Diego, CA","-0.043"
1991,"Rockport, TX","-0.048"
1991,"Lewisetta,VA","-0.030"
1991,"Dauphin Island, AL","0.041"
1991,"Clearwater Beach, FL","0.025"
1991,"Lewisetta,VA","0.010"
1991,"Dauphin Island, AL","0.039"
1991,"Honolulu, HI","-0.049"
1991,"Dauphin Island, AL","-0.040"
1991,"Honolulu, HI","0.022"
1991,"Waveland, MS","-0.058"
1991,"San Diego, CA","0.042"
1991,"San Diego, CA","-0.010"
1991,"San Diego, CA","0.010"
1991,"South Beach, OR","-0.059"
1991,"Clearwater Beach, FL","0.061"
1991,"Waveland, MS","0.096"
1991,"Pulaski, GA","0.005"
1991,"South Beach, OR","0.026"
1991,"Rockport, TX","-0.181"
1991,"Rockport, TX","-0.070"
1991,"Pulaski, GA","0.018"
1991,"Rockport, TX","-0.118"
1991,"San Diego, CA","-0.030"
1991,"San Diego, CA","0.000"
1991,"Clearwater Beach, FL","-0.002"
1991,"Rockport, TX","-0.133"
1991,"Lewisetta,VA","-0.078"
1991,"Pulaski, GA","0.056"
1991,"Honolulu, HI","-0.040"
1991,"Waveland, MS","0.039"
1991,"Dauphin Island, AL","-0.033"
1991,"South Beach, OR","-0.081"
1991,"Rockport, TX","-0.018"
1991,"Dauphin Island, AL","0.075"
1991,"Rockport, TX","0.036"
1991,"Waveland, MS","-0.009"
1991,"Clearwater Beach, FL","0.051"
1991,"Honolulu, HI","0.006"
1991,"Lewisetta,VA","0.073"
1991,"San Diego, CA","0.039"
1991,"Dauphin Island, AL","-0.002"
1992,"Waveland, MS","0.094"
1992,"San Diego, CA","0.119"
1992,"Rockport, TX","-0.084"
1992,"Rockport, TX","-0.033"
1992,"Rockport, TX","0.008"
1992,"Lewisetta,VA","0.014"
1992,"Lewisetta,VA","0.000"
1992,"Lewisetta,VA","0.020"
1992,"Clearwater Beach, FL","0.022"
1992,"Dauphin Island, AL","0.026"
1992,"Rockport, TX","-0.075"
1992,"San Diego, CA","0.099"
1992,"Dauphin Island, AL","0.086"
1992,"Honolulu, HI","0.030"
1992,"Pulaski, GA","0.108"
1992,"Rockport, TX","-0.131"
1992,"Honolulu, HI","0.011"
1992,"Honolulu, HI","0.050"
1992,"San Diego, CA","0.037"
1992,"Clearwater Beach, FL","0.137"
1992,"Pulaski, GA","0.018"
1992,"San Diego, CA","-0.009"
1992,"San Diego, CA","0.079"
1992,"Rockport, TX","-0.129"
1992,"Honolulu, HI","0.009"
1992,"Honolulu, HI","-0.009"
1992,"Pulaski, GA","0.050"
1992,"Clearwater Beach, FL","0.031"
1992,"San Diego, CA","0.032"
1992,"Honolulu, HI","0.072"
1992,"Waveland, MS","0.053"
1992,"Dauphin Island, AL","0.035"
1992,"Waveland, MS","-0.138"
1992,"Waveland, MS","-0.013"
1992,"Clearwater Beach, FL","0.059"
1992,"Pulaski, GA","-0.044"
1992,"South Beach, OR","0.063"
1992,"Lewisetta,VA","-0.023"
1992,"South Beach, OR","0.030"
1992,"Dauphin Island, AL","0.008"
1992,"South Beach, OR","0.038"
1992,"Lewisetta,VA","-0.055"
1992,"Waveland, MS","-0.052"
1992,"Honolulu, HI","0.067"
1992,"Rockport, TX","-0.148"
1992,"South Beach, OR","0.187"
1992,"South Beach, OR","-0.007"
1992,"Clearwater Beach, FL","0.047"
1992,"Waveland, MS","-0.003"
1992,"Rockport, TX","-0.103"
1992,"San Diego, CA","0.056"
1992,"San Diego, CA","0.054"
1992,"Dauphin Island, AL","-0.002"
1992,"Waveland, MS","-0.017"
1992,"Pulaski, GA","0.022"
1992,"Waveland, MS","-0.010"
1992,"Dauphin Island, AL","-0.102"
1992,"Pulaski, GA","0.026"
1992,"Lewisetta,VA","0.027"
1992,"Lewisetta,VA","-0.027"
1992,"Pulaski, GA","0.009"
1992,"San Diego, CA","0.156"
1992,"San Diego, CA","0.012"
1992,"San Diego, CA","0.025"
1992,"Lewisetta,VA","0.024"
1992,"Dauphin Island, AL","0.039"
1992,"Dauphin Island, AL","-0.039"
1992,"Lewisetta,VA","-0.053"
1992,"Lewisetta,VA","0.053"
1992,"Rockport, TX","-0.175"
1992,"South Beach, OR","-0.005"
1992,"Clearwater Beach, FL","-0.013"
1992,"South Beach, OR","0.014"
1992,"Dauphin Island, AL","-0.034"
1992,"Clearwater Beach, FL","0.072"
1992,"Pulaski, GA","-0.027"
1992,"Waveland, MS","0.019"
1992,"Pulaski, GA","-0.030"
1992,"Clearwater Beach, FL","0.055"
1992,"Honolulu, HI","0.043"
1992,"Honolulu, HI","0.081"
1992,"Rockport, TX","-0.118"
1992,"Clearwater Beach, FL","0.018"
1992,"Pulaski, GA","0.037"
1992,"South Beach, OR","0.108"
1992,"Lewisetta,VA","0.049"
1992,"Honolulu, HI","-0.027"
1992,"Waveland, MS","-0.072"
1992,"South Beach, OR","0.022"
1992,"Honolulu, HI","-0.018"
1992,"Dauphin Island, AL","-0.046"
1992,"Clearwater Beach, FL","0.024"
1992,"South Beach, OR","-0.015"
1992,"Dauphin Island, AL","0.045"
1992,"Waveland, MS","0.065"
1992,"Pulaski, GA","-0.014"
1992,"Rockport, TX","-0.100"
1992,"South Beach, OR","-0.018"
1992,"Rockport, TX","-0.133"
1992,"Clearwater Beach, FL","0.052"
1992,"Dauphin Island, AL","-0.004"
1992,"South Beach, OR","-0.067"
1992,"Honolulu, HI","-0.004"
1992,"Waveland, MS","0.012"
1992,"Pulaski, GA","-0.080"
1992,"Clearwater Beach, FL","0.087"
1992,"Lewisetta,VA","0.038"
1993,"Lewisetta,VA","-0.016"
1993,"Waveland, MS","-0.084"
1993,"Dauphin Island, AL","0.023"
1993,"Rockport, TX","-0.152"
1993,"Clearwater Beach, FL","0.105"
1993,"South Beach, OR","0.139"
1993,"Pulaski, GA","-0.005"
1993,"Pulaski, GA","0.005"
1993,"Lewisetta,VA","0.131"
1993,"Dauphin Island, AL","0.059"
1993,"Honolulu, HI","-0.015"
1993,"South Beach, OR","0.039"
1993,"South Beach, OR","0.071"
1993,"Dauphin Island, AL","-0.092"
1993,"Lewisetta,VA","0.017"
1993,"Dauphin Island, AL","-0.035"
1993,"Honolulu, HI","0.043"
1993,"Waveland, MS","-0.122"
1993,"Pulaski, GA","-0.002"
1993,"Dauphin Island, AL","-0.018"
1993,"South Beach, OR","-0.152"
1993,"Rockport, TX","-0.141"
1993,"Pulaski, GA","-0.027"
1993,"Honolulu, HI","0.053"
1993,"San Diego, CA","0.030"
1993,"Honolulu, HI","0.065"
1993,"Rockport, TX","-0.097"
1993,"Honolulu, HI","-0.004"
1993,"Pulaski, GA","0.141"
1993,"Honolulu, HI","-0.039"
1993,"Lewisetta,VA","-0.030"
1993,"South Beach, OR","-0.005"
1993,"Lewisetta,VA","0.095"
1993,"Honolulu, HI","0.039"
1993,"Dauphin Island, AL","-0.070"
1993,"Rockport, TX","-0.164"
1993,"Pulaski, GA","-0.041"
1993,"Rockport, TX","-0.005"
1993,"Waveland, MS","0.127"
1993,"Pulaski, GA","-0.111"
1993,"Clearwater Beach, FL","0.039"
1993,"Rockport, TX","-0.170"
1993,"Rockport, TX","-0.231"
1993,"South Beach, OR","-0.008"
1993,"South Beach, OR","0.185"
1993,"South Beach, OR","0.013"
1993,"San Diego, CA","0.049"
1993,"San Diego, CA","0.096"
1993,"Dauphin Island, AL","0.017"
1993,"San Diego, CA","0.046"
1993,"Pulaski, GA","-0.010"
1993,"Lewisetta,VA","0.067"
1993,"San Diego, CA","0.050"
1993,"Lewisetta,VA","-0.041"
1993,"Rockport, TX","-0.156"
1993,"Waveland, MS","-0.017"
1993,"Waveland, MS","-0.095"
1993,"South Beach, OR","0.012"
